id,id_fantoir,numero,rep,nom_voie,code_postal,code_insee,nom_commune,code_insee_ancienne_commune,nom_ancienne_commune,x,y,lon,lat,type_position,alias,nom_ld,libelle_acheminement,nom_afnor,source_position,source_nom_voie,certification_commune,cad_parcelles,building_id,iris_code,has_pv,pv_capacity_kwp,nom_iris,dist_to_bt_line_m
75101_1193_00013,75101_1193,13,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651856.28,6862302.86,2.343819,48.858961,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00013,751010101.0,True,4.72,Saint-Germain l'Auxerrois 1,10.288827978269602
75101_1193_00014,75101_1193,14,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651870.67,6862303.74,2.344015,48.85897,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00014,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,1.824024707941222
75101_1193_00015,75101_1193,15,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651861.64,6862312.27,2.343891,48.859046,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00015,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,10.231248465020489
75101_1193_00016,75101_1193,16,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651878.1,6862315.13,2.344115,48.859073,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00016,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,1.5009470799172226
75101_1193_00017,75101_1193,17,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651866.93,6862321.67,2.343962,48.859131,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00017,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,11.370391596350256
75101_1193_00018,75101_1193,18,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651883.57,6862320.31,2.344189,48.85912,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00018,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,1.5643210772967733
75101_1193_00019,75101_1193,19,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651873.37,6862328.18,2.344049,48.85919,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00019,751010101.0,True,13.25,Saint-Germain l'Auxerrois 1,10.570703471267148
75101_1193_00020,75101_1193,20,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651894.19,6862326.56,2.344333,48.859177,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00020,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,1.6647006870515355
75101_1193_00021,75101_1193,21,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651886.71,6862336.08,2.34423,48.859262,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00021,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,10.340749534919864
75101_1193_00022,75101_1193,22,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651910.02,6862341.44,2.344547,48.859312,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00022,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,1.7781574209722617
75101_1193_00024,75101_1193,24,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651918.23,6862349.72,2.344658,48.859387,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00024,751010101.0,True,11.07,Saint-Germain l'Auxerrois 1,1.994396576745672
75101_1193_00026,75101_1193,26,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651926.81,6862358.43,2.344774,48.859466,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00026,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,2.2827931401505217
75101_1193_00027,75101_1193,27,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651934.75,6862395.5,2.344878,48.8598,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00027,751010202.0,False,0.0,Les Halles 2,2.135193190733242
75101_1193_00030,75101_1193,30,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651953.69,6862405.02,2.345135,48.859887,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00030,751010202.0,False,0.0,Les Halles 2,2.294824744869729
75101_1193_00031,75101_1193,31,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651945.25,6862413.99,2.345019,48.859967,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00031,751010202.0,False,0.0,Les Halles 2,1.7241863193675022
75101_1193_00032,75101_1193,32,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651961.8,6862419.41,2.345244,48.860017,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00032,751010202.0,False,0.0,Les Halles 2,2.333478989456592
75101_1193_00033,75101_1193,33,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651953.64,6862426.59,2.345132,48.860081,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00033,751010202.0,True,6.94,Les Halles 2,2.232254036825037
75101_1193_00034,75101_1193,34,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651971.0,6862440.46,2.345367,48.860207,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00034,751010202.0,False,0.0,Les Halles 2,2.0019848142922028
75101_1193_00035,75101_1193,35,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651962.38,6862444.42,2.345249,48.860242,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00035,751010202.0,True,6.73,Les Halles 2,2.7297084380662446
75101_1193_00036,75101_1193,36,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651985.33,6862461.03,2.34556,48.860393,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00036,751010202.0,False,0.0,Les Halles 2,2.1286723828961565
75101_1193_00037,75101_1193,37,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651969.6,6862457.49,2.345346,48.86036,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00037,751010202.0,True,16.44,Les Halles 2,2.436975876127708
75101_1193_00038,75101_1193,38,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651994.72,6862477.74,2.345686,48.860544,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00038,751010202.0,False,0.0,Les Halles 2,2.131807489464722
75101_1193_00039,75101_1193,39,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651977.94,6862472.1,2.345458,48.860492,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00039,751010202.0,False,0.0,Les Halles 2,1.7300582845190529
75101_1193_00041,75101_1193,41,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651982.48,6862480.29,2.345519,48.860566,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00041,751010202.0,False,0.0,Les Halles 2,1.4885666133329911
75101_1193_00043,75101_1193,43,,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651991.58,6862489.22,2.345642,48.860647,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00043,751010202.0,False,0.0,Les Halles 2,1.985429060222494
75101_1193_00033_b,75101_1193,33,b,Rue des Bourdonnais,75001,75101,Paris 1er Arrondissement,,,651957.23,6862433.68,2.34518,48.860145,parcelle,,,PARIS,RUE DES BOURDONNAIS,commune,commune,1,,75101_1193_00033_b,751010202.0,False,0.0,Les Halles 2,2.2639511564312813
75101_6249_00002,75101_6249,2,,Quai de la Mégisserie,75001,75101,Paris 1er Arrondissement,,,652056.27,6862140.18,2.346563,48.857513,parcelle,,,PARIS,QUAI DE LA MEGISSERIE,commune,commune,1,,75101_6249_00002,751010101.0,True,13.07,Saint-Germain l'Auxerrois 1,2.1455306668780136
75101_6249_00004,75101_6249,4,,Quai de la Mégisserie,75001,75101,Paris 1er Arrondissement,,,651967.5,6862177.17,2.345349,48.857839,parcelle,,,PARIS,QUAI DE LA MEGISSERIE,commune,commune,1,,75101_6249_00004,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,2.661208007521709
75101_6249_00006,75101_6249,6,,Quai de la Mégisserie,75001,75101,Paris 1er Arrondissement,,,651957.7,6862181.14,2.345215,48.857874,parcelle,,,PARIS,QUAI DE LA MEGISSERIE,commune,commune,1,,75101_6249_00006,751010101.0,True,8.96,Saint-Germain l'Auxerrois 1,1.984794416188821
75101_6249_00008,75101_6249,8,,Quai de la Mégisserie,75001,75101,Paris 1er Arrondissement,,,651943.88,6862186.93,2.345026,48.857925,parcelle,,,PARIS,QUAI DE LA MEGISSERIE,commune,commune,1,,75101_6249_00008,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,1.9447282805367183
75101_6249_00010,75101_6249,10,,Quai de la Mégisserie,75001,75101,Paris 1er Arrondissement,,,651929.91,6862192.72,2.344835,48.857976,parcelle,,,PARIS,QUAI DE LA MEGISSERIE,commune,commune,1,,75101_6249_00010,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,1.9522405711290136
75101_6249_00012,75101_6249,12,,Quai de la Mégisserie,75001,75101,Paris 1er Arrondissement,,,651915.73,6862198.62,2.344641,48.858028,parcelle,,,PARIS,QUAI DE LA MEGISSERIE,commune,commune,1,,75101_6249_00012,751010101.0,True,7.21,Saint-Germain l'Auxerrois 1,1.893024674606092
75101_6249_00014,75101_6249,14,,Quai de la Mégisserie,75001,75101,Paris 1er Arrondissement,,,651886.92,6862210.64,2.344247,48.858134,parcelle,,,PARIS,QUAI DE LA MEGISSERIE,commune,commune,1,,75101_6249_00014,751010101.0,True,4.54,Saint-Germain l'Auxerrois 1,2.574870920885048
75101_6249_00016,75101_6249,16,,Quai de la Mégisserie,75001,75101,Paris 1er Arrondissement,,,651871.86,6862217.0,2.344041,48.85819,parcelle,,,PARIS,QUAI DE LA MEGISSERIE,commune,commune,1,,75101_6249_00016,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,2.644451600982852
75101_6249_00018,75101_6249,18,,Quai de la Mégisserie,75001,75101,Paris 1er Arrondissement,,,651857.82,6862222.78,2.343849,48.858241,parcelle,,,PARIS,QUAI DE LA MEGISSERIE,commune,commune,1,,75101_6249_00018,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,2.579208889752604
75101_6249_00020,75101_6249,20,,Quai de la Mégisserie,75001,75101,Paris 1er Arrondissement,,,651843.63,6862228.68,2.343655,48.858293,parcelle,,,PARIS,QUAI DE LA MEGISSERIE,commune,commune,1,,75101_6249_00020,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,2.55928106178959
75101_6249_00022,75101_6249,22,,Quai de la Mégisserie,75001,75101,Paris 1er Arrondissement,,,651814.68,6862241.05,2.343259,48.858402,parcelle,,,PARIS,QUAI DE LA MEGISSERIE,commune,commune,1,,75101_6249_00022,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,2.653746210840608
75101_6249_00024,75101_6249,24,,Quai de la Mégisserie,75001,75101,Paris 1er Arrondissement,,,651802.83,6862246.37,2.343097,48.858449,parcelle,,,PARIS,QUAI DE LA MEGISSERIE,commune,commune,1,,75101_6249_00024,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,2.981164005005523
75101_6249_00026,75101_6249,26,,Quai de la Mégisserie,75001,75101,Paris 1er Arrondissement,,,651792.52,6862250.68,2.342956,48.858487,parcelle,,,PARIS,QUAI DE LA MEGISSERIE,commune,commune,1,,75101_6249_00026,751010101.0,True,6.04,Saint-Germain l'Auxerrois 1,2.9801135840594504
75101_6249_00002_t,75101_6249,2,t,Quai de la Mégisserie,75001,75101,Paris 1er Arrondissement,,,651996.82,6862164.92,2.34575,48.857731,parcelle,,,PARIS,QUAI DE LA MEGISSERIE,commune,commune,1,,75101_6249_00002_t,751010101.0,False,0.0,Saint-Germain l'Auxerrois 1,2.388098489716618
75101_6249_00002_b,75101_6249,2,b,Quai de la Mégisserie,75001,75101,Paris 1er Arrondissement,,,652028.7,6862151.53,2.346186,48.857613,parcelle,,,PARIS,QUAI DE LA MEGISSERIE,commune,commune,1,,75101_6249_00002_b,751010101.0,True,16.71,Saint-Germain l'Auxerrois 1,2.0457801298739664
75101_8641_00001,75101_8641,1,,Rue Saint-Hyacinthe,75001,75101,Paris 1er Arrondissement,,,650995.95,6863079.91,2.332004,48.865884,parcelle,,,PARIS,RUE SAINT HYACINTHE,commune,commune,1,,75101_8641_00001,751010402.0,False,0.0,Place Vendôme 2,1.628047270586354
75101_8641_00002,75101_8641,2,,Rue Saint-Hyacinthe,75001,75101,Paris 1er Arrondissement,,,651000.94,6863088.43,2.332071,48.865961,parcelle,,,PARIS,RUE SAINT HYACINTHE,commune,commune,1,,75101_8641_00002,751010402.0,False,0.0,Place Vendôme 2,3.293528209764603
75101_8641_00003,75101_8641,3,,Rue Saint-Hyacinthe,75001,75101,Paris 1er Arrondissement,,,650977.83,6863088.51,2.331756,48.86596,parcelle,,,PARIS,RUE SAINT HYACINTHE,commune,commune,1,,75101_8641_00003,751010402.0,False,0.0,Place Vendôme 2,1.8553626787312232
75101_8641_00004,75101_8641,4,,Rue Saint-Hyacinthe,75001,75101,Paris 1er Arrondissement,,,650993.56,6863091.6,2.33197,48.865989,parcelle,,,PARIS,RUE SAINT HYACINTHE,commune,commune,1,,75101_8641_00004,751010402.0,False,0.0,Place Vendôme 2,3.2856779538285075
75101_8641_00005,75101_8641,5,,Rue Saint-Hyacinthe,75001,75101,Paris 1er Arrondissement,,,650962.76,6863093.87,2.33155,48.866007,parcelle,,,PARIS,RUE SAINT HYACINTHE,commune,commune,1,,75101_8641_00005,751010402.0,False,0.0,Place Vendôme 2,1.748081229690217
75101_8641_00006,75101_8641,6,,Rue Saint-Hyacinthe,75001,75101,Paris 1er Arrondissement,,,650986.1,6863094.78,2.331868,48.866017,parcelle,,,PARIS,RUE SAINT HYACINTHE,commune,commune,1,,75101_8641_00006,751010402.0,True,5.79,Place Vendôme 2,2.974407730358948
75101_8641_00007,75101_8641,7,,Rue Saint-Hyacinthe,75001,75101,Paris 1er Arrondissement,,,650950.41,6863099.31,2.331381,48.866055,parcelle,,,PARIS,RUE SAINT HYACINTHE,commune,commune,1,,75101_8641_00007,751010402.0,False,0.0,Place Vendôme 2,1.5025081546966517
75101_8641_00008,75101_8641,8,,Rue Saint-Hyacinthe,75001,75101,Paris 1er Arrondissement,,,650976.15,6863097.87,2.331732,48.866044,parcelle,,,PARIS,RUE SAINT HYACINTHE,commune,commune,1,,75101_8641_00008,751010402.0,False,0.0,Place Vendôme 2,1.5775254994632737
75101_8641_00010,75101_8641,10,,Rue Saint-Hyacinthe,75001,75101,Paris 1er Arrondissement,,,650962.71,6863104.76,2.331548,48.866105,parcelle,,,PARIS,RUE SAINT HYACINTHE,commune,commune,1,,75101_8641_00010,751010402.0,False,0.0,Place Vendôme 2,1.7493369583580185
75101_8641_00012,75101_8641,12,,Rue Saint-Hyacinthe,75001,75101,Paris 1er Arrondissement,,,650951.89,6863109.3,2.3314,48.866145,parcelle,,,PARIS,RUE SAINT HYACINTHE,commune,commune,1,,75101_8641_00012,751010402.0,True,15.13,Place Vendôme 2,1.705863368503524
75101_8641_00008_b,75101_8641,8,b,Rue Saint-Hyacinthe,75001,75101,Paris 1er Arrondissement,,,650969.51,6863101.82,2.331641,48.866079,parcelle,,,PARIS,RUE SAINT HYACINTHE,commune,commune,1,,75101_8641_00008_b,751010402.0,False,0.0,Place Vendôme 2,1.8569368414731824
75101_8212_00001,75101_8212,1,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651277.96,6862870.03,2.335872,48.864018,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00001,751010301.0,False,0.0,Palais Royal 1,2.3554761215434854
75101_8212_00002,75101_8212,2,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651277.29,6862817.44,2.335869,48.863545,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00002,751010301.0,False,0.0,Palais Royal 1,5.006648257857302
75101_8212_00003,75101_8212,3,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651282.91,6862883.89,2.335938,48.864143,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00003,751010301.0,False,0.0,Palais Royal 1,2.158453926542216
75101_8212_00004,75101_8212,4,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651280.6,6862826.31,2.335913,48.863625,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00004,751010301.0,False,0.0,Palais Royal 1,5.134703566313075
75101_8212_00006,75101_8212,6,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651283.82,6862834.95,2.335956,48.863703,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00006,751010301.0,False,0.0,Palais Royal 1,5.265623953884995
75101_8212_00008,75101_8212,8,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651292.25,6862869.02,2.336067,48.86401,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00008,751010301.0,True,10.62,Palais Royal 1,1.896428523550496
75101_8212_00010,75101_8212,10,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651300.06,6862890.64,2.336171,48.864205,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00010,751010301.0,False,0.0,Palais Royal 1,1.3275806776431476
75101_8212_00012,75101_8212,12,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651306.61,6862909.38,2.336258,48.864374,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00012,751010301.0,False,0.0,Palais Royal 1,1.5582800977272973
75101_8212_00014,75101_8212,14,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651311.71,6862923.79,2.336326,48.864504,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00014,751010301.0,False,0.0,Palais Royal 1,1.318741502895731
75101_8212_00015,75101_8212,15,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651289.32,6862895.07,2.336024,48.864244,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00015,751010301.0,False,0.0,Palais Royal 1,2.347212117161769
75101_8212_00016,75101_8212,16,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651315.85,6862935.21,2.336381,48.864607,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00016,751010301.0,False,0.0,Palais Royal 1,1.3984747352635658
75101_8212_00017,75101_8212,17,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651294.35,6862909.26,2.336091,48.864372,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00017,751010301.0,False,0.0,Palais Royal 1,2.5334005797352424
75101_8212_00018,75101_8212,18,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651318.4,6862942.41,2.336415,48.864672,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00018,751010301.0,False,0.0,Palais Royal 1,1.4026428599913965
75101_8212_00019,75101_8212,19,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651296.97,6862923.47,2.336125,48.8645,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00019,751010301.0,True,6.99,Palais Royal 1,5.05013441563242
75101_8212_00020,75101_8212,20,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651322.83,6862954.72,2.336474,48.864783,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00020,751010301.0,False,0.0,Palais Royal 1,1.8975353276897635
75101_8212_00021,75101_8212,21,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651303.29,6862934.09,2.33621,48.864596,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00021,751010301.0,False,0.0,Palais Royal 1,2.018866722008545
75101_8212_00022,75101_8212,22,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651325.46,6862962.15,2.336509,48.86485,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00022,751010301.0,True,11.35,Palais Royal 1,1.908539273542421
75101_8212_00023,75101_8212,23,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651306.82,6862944.18,2.336257,48.864687,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00023,751010301.0,False,0.0,Palais Royal 1,2.5600633601340226
75101_8212_00024,75101_8212,24,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651328.54,6862970.69,2.33655,48.864927,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00024,751010301.0,False,0.0,Palais Royal 1,1.8590186505091129
75101_8212_00025,75101_8212,25,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651310.81,6862955.49,2.33631,48.864789,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00025,751010301.0,False,0.0,Palais Royal 1,2.592886994867056
75101_8212_00026,75101_8212,26,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651333.2,6862983.55,2.336612,48.865043,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00026,751010301.0,False,0.0,Palais Royal 1,1.9551258445837123
75101_8212_00027,75101_8212,27,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651313.5,6862969.81,2.336345,48.864918,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00027,751010301.0,False,0.0,Palais Royal 1,0.7622938861986137
75101_8212_00028,75101_8212,28,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651340.34,6863004.17,2.336707,48.865229,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00028,751010301.0,True,13.47,Palais Royal 1,2.112959173688304
75101_8212_00029,75101_8212,29,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651318.23,6862983.12,2.336408,48.865038,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00029,751010301.0,False,0.0,Palais Royal 1,2.495918746213165
75101_8212_00030,75101_8212,30,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651347.78,6863024.57,2.336806,48.865413,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00030,751010301.0,False,0.0,Palais Royal 1,1.6146037201237402
75101_8212_00031,75101_8212,31,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651326.52,6863000.28,2.336519,48.865193,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00031,751010301.0,True,19.71,Palais Royal 1,2.304194785601451
75101_8212_00032,75101_8212,32,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651351.31,6863034.66,2.336853,48.865504,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00032,751010301.0,False,0.0,Palais Royal 1,1.6869218663254544
75101_8212_00033,75101_8212,33,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651330.35,6863010.81,2.33657,48.865288,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00033,751010301.0,False,0.0,Palais Royal 1,2.392551591893601
75101_8212_00034,75101_8212,34,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651354.24,6863043.08,2.336892,48.86558,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00034,751010301.0,False,0.0,Palais Royal 1,1.724459398307206
75101_8212_00035,75101_8212,35,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651334.1,6863021.01,2.33662,48.86538,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00035,751010301.0,False,0.0,Palais Royal 1,2.436031536960705
75101_8212_00036,75101_8212,36,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651357.92,6863053.62,2.336941,48.865675,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00036,751010301.0,False,0.0,Palais Royal 1,1.4797228776749574
75101_8212_00037,75101_8212,37,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651335.07,6863031.12,2.336632,48.865471,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00037,751010301.0,False,0.0,Palais Royal 1,2.0174650323124323
75101_8212_00038,75101_8212,38,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651361.16,6863062.82,2.336984,48.865758,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00038,751010301.0,False,0.0,Palais Royal 1,1.840812295611767
75101_8212_00039,75101_8212,39,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651338.59,6863057.78,2.336677,48.865711,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00039,751010301.0,False,0.0,Palais Royal 1,7.397859689863193
75101_8212_00040,75101_8212,40,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651365.14,6863073.79,2.337037,48.865857,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00040,751010301.0,True,12.98,Palais Royal 1,2.046547328484303
75101_8212_00041,75101_8212,41,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651346.11,6863070.28,2.336778,48.865824,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00041,751010301.0,False,0.0,Palais Royal 1,1.957472042697212
75101_8212_00042,75101_8212,42,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651368.22,6863082.55,2.337078,48.865936,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00042,751010301.0,True,18.39,Palais Royal 1,2.121816928429418
75101_8212_00043,75101_8212,43,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651358.2,6863095.31,2.33694,48.86605,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00043,751010301.0,True,3.58,Palais Royal 1,2.3006165343129767
75101_8212_00044,75101_8212,44,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651370.55,6863088.98,2.337109,48.865994,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00044,751010301.0,False,0.0,Palais Royal 1,2.2438231063391223
75101_8212_00045,75101_8212,45,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651363.09,6863109.06,2.337005,48.866174,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00045,751010301.0,False,0.0,Palais Royal 1,4.406015131311082
75101_8212_00046,75101_8212,46,,Rue de Richelieu,75001,75101,Paris 1er Arrondissement,,,651374.0,6863098.63,2.337155,48.866081,parcelle,,,PARIS,RUE DE RICHELIEU,commune,commune,1,,75101_8212_00046,751010301.0,False,0.0,Palais Royal 1,1.996955479769688
